authors,title,language_code
"Ronald Holt, Arthur Conan Doyle","A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",
"Bill O'Reilly, Martin Dugard",Killing Lincoln: The Shocking Assassination that Changed America Forever,eng
Jhumpa Lahiri,The Lowland,eng
John Flanagan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",eng
Laurie Halse Anderson,Wintergirls,eng
John Grisham,The Brethren,
Robin Hobb,"Assassin's Quest (Farseer Trilogy, #3)",eng
Ira Levin,Rosemary's Baby,eng
"Stephen King, Peter Straub","The Talisman (The Talisman, #1)",en-US
Robert Jordan,"The Path of Daggers (Wheel of Time, #8)",eng
Jack Kerouac,The Dharma Bums,en-US
Kelley Armstrong,"The Reckoning (Darkest Powers, #3)",en-GB
Katherine Boo,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",en-US
"P.L. Travers, Mary Shepard","Mary Poppins (Mary Poppins, #1)",en-US
Scott Lynch,"Red Seas Under Red Skies (Gentleman Bastard, #2)",eng
Sandra Cisneros,The House on Mango Street,eng
David Benioff,City of Thieves,en-GB
Jeaniene Frost,"Halfway to the Grave (Night Huntress, #1)",eng
"Roald Dahl, Quentin Blake",The Twits,eng
Garth Nix,"Abhorsen (Abhorsen, #3)",en-US
"James Patterson, Peter de Jonge",The Beach House,eng
Stephen King,The Eyes of the Dragon,eng
Frank Herbert,Children of Dune (Dune Chronicles #3),eng
James S.A. Corey,"Leviathan Wakes (The Expanse, #1)",eng
Sarah J. Maas,"Queen of Shadows (Throne of Glass, #4)",eng
Art Spiegelman,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",eng
Ezra Jack Keats,The Snowy Day,eng
Janet Evanovich,"To the Nines (Stephanie Plum, #9)",eng
Emily Giffin,Where We Belong,en-US
Richard   Preston,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng
"Haruki Murakami, Philip Gabriel",Sputnik Sweetheart,eng
Elizabeth Gilbert,The Signature of All Things,eng
Lynne Truss,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US
Kim Harrison,"Dead Witch Walking (The Hollows, #1)",en-US
"Clement C. Moore, Jan Brett",The Night Before Christmas,en-US
Diana Gabaldon,"An Echo in the Bone (Outlander, #7)",eng
Cynthia Hand,"Unearthly (Unearthly, #1)",en-US
Lee Strobel,The Case for Christ,
Robert Jordan,"Knife of Dreams (Wheel of Time, #11)",en-US
Carl Hiaasen,Hoot,eng
"Virgil, Robert Fitzgerald",The Aeneid,eng
Junot Díaz,This Is How You Lose Her,eng
"Haruki Murakami, Jay Rubin",After Dark,eng
Daniel Quinn,Ishmael:A Novel,en-US
Jenny Han,"It's Not Summer Without You (Summer, #2)",en-US
Katie McGarry,"Pushing the Limits (Pushing the Limits, #1)",eng
"Kennilworthy Whisp, J.K. Rowling",Quidditch Through the Ages,eng
"Harry Allard, James  Marshall","Miss Nelson Is Missing! (Miss Nelson, #1)",eng
"Richard Bachman, Stephen King",The Long Walk,eng
"Lemony Snicket, Brett Helquist","The Ersatz Elevator (A Series of Unfortunate Events, #6)",eng
Lois Lowry,"Messenger (The Giver, #3)",eng
J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",eng
"Stephen King, Jerry N. Uelsmann",'Salem's Lot,eng
"Trenton Lee Stewart, Carson Ellis","The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US
Christopher Hitchens,god is Not Great: How Religion Poisons Everything,eng
Abbi Glines,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng
Michael Crichton,State of Fear,eng
Jennifer E. Smith,The Statistical Probability of Love at First Sight,eng
Jonathan Stroud,"The Golem's Eye (Bartimaeus, #2)",en-US
Tom Robbins,Still Life with Woodpecker,eng
Jenna Blum,Those Who Save Us,en-US
John Grisham,The Broker,eng
Beth Revis,"Across the Universe (Across the Universe, #1)",eng
M. Scott Peck,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US
Jim Butcher,"Blood Rites (The Dresden Files, #6)",eng
"Gertrude Chandler Warner, L. Kate Deal","The Boxcar Children (The Boxcar Children, #1)",en-US
A.S.A. Harrison,The Silent Wife,eng
Caitlin Moran,How to Be a Woman,eng
Sarah J. Maas,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",eng
Keith Richards,Life,en-GB
Jhumpa Lahiri,Unaccustomed Earth,eng
Anita Shreve,The Pilot's Wife,eng
Don DeLillo,White Noise,eng
Stephen E. Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng
Charles Darwin,The Origin of Species,eng
Craig Thompson,Blankets,eng
David Wroblewski,The Story of Edgar Sawtelle,eng
Christina Schwarz,Drowning Ruth,eng
Charles Bukowski,Post Office,en-US
Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",eng
"Arthur Conan Doyle, Kyle Freeman","The Complete Sherlock Holmes, Vol 2",
"Eiichirō Oda, Andy Nakatani","One Piece, Volume 01: Romance Dawn (One Piece, #1)",eng
Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)",eng
Angie Sage,"Magyk (Septimus Heap, #1)",eng
Laurie Halse Anderson,Fever 1793,en-US
Tana French,"The Likeness (Dublin Murder Squad, #2)",eng
Erik Larson,Dead Wake: The Last Crossing of the Lusitania,eng
Rudyard Kipling,The Jungle Book,eng
Terry Hayes,"I Am Pilgrim (Pilgrim, #1)",eng
"Allen Ginsberg, William Carlos Williams",Howl and Other Poems,eng
Richard Carlson,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,eng
"Adam Mansbach, Ricardo Cortés",Go the Fuck to Sleep,eng
Douglas Adams,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",en-US
Walter Isaacson,Benjamin Franklin: An American Life,eng
Téa Obreht,The Tiger's Wife,eng
Maria V. Snyder,"Poison Study (Study, #1)",eng
J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)",eng
Terry Pratchett,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",eng
"Anonymous, Joseph Smith Jr.",The Book of Mormon: Another Testament of Jesus Christ,eng
Stephen King,The Mist,en-US
Jim Butcher,"Dead Beat (The Dresden Files, #7)",eng
Pierce Brown,"Golden Son (Red Rising, #2)",eng
Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)",eng
Terry Pratchett,"The Light Fantastic (Discworld, #2; Rincewind #2)",en-US
Malcolm Gladwell,What the Dog Saw and Other Adventures,eng
Karin Slaughter,Pretty Girls,eng
Joe Abercrombie,"Last Argument of Kings (The First Law, #3)",eng
Stephen King,Revival,en-US
Dr. Seuss,Horton Hears a Who!,eng
Michael   Lewis,The Blind Side: Evolution of a Game,eng
Garth Nix,"Lirael (Abhorsen, #2)",en-US
James Patterson,"School's Out—Forever (Maximum Ride, #2)",en-US
"Yana Toboso, Tomo Kimura","Black Butler, Vol. 1 (Black Butler, #1)",eng
Marissa Meyer,"Winter (The Lunar Chronicles, #4)",eng
"Robert Louis Stevenson, Robert Mighall",The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng
Emily Seife,The Hunger Games Tribute Guide,en-US
Peter V. Brett,"The Warded Man (Demon Cycle, #1)",eng
John Bunyan,The Pilgrim's Progress,
Lee Child,"One Shot (Jack Reacher, #9)",eng
Rick Riordan,"The Serpent's Shadow (Kane Chronicles, #3)",eng
Stephen King,Duma Key,en-US
Kate Morton,The House at Riverton,eng
Robert Jordan,"Winter's Heart (Wheel of Time, #9)",en-US
Jim Butcher,"Proven Guilty (The Dresden Files, #8)",eng
"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus","Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng
Carson McCullers,The Heart is a Lonely Hunter,eng
Rick Yancey,"The Infinite Sea (The 5th Wave, #2)",eng
T.H. White,The Once and Future King (The Once and Future King #1-4),eng
Terry Pratchett,"Small Gods (Discworld, #13)",en-GB
Christopher Paul Curtis,"Bud, Not Buddy",eng
Alison Bechdel,Fun Home: A Family Tragicomic,eng
Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions,en-US
أحمد مراد,الفيل الأزرق,ara
Lynne Reid Banks,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",eng
"Robert Jordan, Brandon Sanderson","A Memory of Light (Wheel of Time, #14)",eng
Jesse Andrews,Me and Earl and the Dying Girl,en-US
Jeff Kinney,"The Ugly Truth (Diary of a Wimpy Kid, #5)",en-US
Janet Evanovich,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",
Simon Winchester,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",eng
"James Patterson, Andrew Gross","2nd Chance (Women's Murder Club, #2)",eng
Art Spiegelman,"The Complete Maus (Maus, #1-2)",en-GB
Jasper Fforde,"The Eyre Affair (Thursday Next, #1)",en-US
"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",Anne Rice's The Vampire Lestat: A Graphic Novel,en-GB
"Louis Sachar, Adam McCauley",Sideways Stories from Wayside School (Wayside School #1),eng
"Dalai Lama XIV, Howard C. Cutler",The Art of Happiness,eng
David Mitchell,The Bone Clocks,eng
Anna Quindlen,Black and Blue,eng
"L.J. Smith, Kevin Williamson, Julie Plec","Origins (The Vampire Diaries: Stefan's Diaries, #1)",en-US
John Grisham,The Last Juror,eng
Chuck Palahniuk,Diary,eng
Janet Evanovich,"Eleven on Top (Stephanie Plum, #11)",en-US
"Cornelia Funke, Anthea Bell","Inkspell (Inkworld, #2)",eng
Chuck Klosterman,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US
Evelyn Waugh,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng
Jim Butcher,"White Night (The Dresden Files, #9)",en-US
Jessie Burton,The Miniaturist,eng
"Margaret Weis, Tracy Hickman","Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",en-US
Eoin Colfer,"The Lost Colony (Artemis Fowl, #5)",en-US
Scott Westerfeld,"Extras (Uglies, #4)",en-US
John Flanagan,"The Burning Bridge (Ranger's Apprentice, #2)",en-US
Deborah Harkness,"The Book of Life (All Souls Trilogy, #3)",eng
Julia Cameron,The Artist's Way: A Spiritual Path to Higher Creativity,eng
"Jon Scieszka, Lane Smith",The Stinky Cheese Man and Other Fairly Stupid Tales,eng
Joe Hill,Horns,en-US
Robert K. Massie,Catherine the Great: Portrait of a Woman,en-CA
Margaret Atwood,"The Year of the Flood  (MaddAddam, #2)",eng
Kristin Hannah,Winter Garden,en-GB
John Grisham,The King of Torts,eng
"Marcus Luttrell, Patrick Robinson",Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng
Chetan Bhagat,The 3 Mistakes of My Life,eng
Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",eng
Richard Wright,Native Son,eng
Brent Weeks,"Shadow's Edge (Night Angel, #2)",en-US
Veronica Rossi,"Under the Never Sky (Under the Never Sky, #1)",en-GB
Nicholas Sparks,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",en-US
Eric Ries,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,en-US
Richelle Mead,"The Golden Lily (Bloodlines, #2)",en-US
Lauren Weisberger,Chasing Harry Winston,eng
David Eddings,"Magician's Gambit (The Belgariad, #3)",
"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",The Stand: Captain Trips,eng
William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng
Nick Hornby,A Long Way Down,eng
"Jeff Smith, Steve Hamaker","Out from Boneville (Bone, #1)",eng
Stephen King,Rose Madder,eng
Lee Child,"Die Trying (Jack Reacher, #2)",en-US
"Kami Garcia, Margaret Stohl, Paz Pruneda","Beautiful Chaos (Caster Chronicles, #3)",en-US
Jodi Picoult,Keeping Faith,
Joe Hill,Heart-Shaped Box,en-US
Jeff Kinney,"Cabin Fever (Diary of a Wimpy Kid, #6)",eng
Brent Weeks,"Beyond the Shadows (Night Angel, #3)",eng
Lauren Weisberger,Everyone Worth Knowing,en-US
Brian Jacques,"Redwall (Redwall, #1)",eng
"Karl Marx, Friedrich Engels, Gareth Stedman Jones",The Communist Manifesto,eng
Ruth Ware,The Woman in Cabin 10,eng
James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),eng
William Styron,Sophie's Choice,eng
Sophie Kinsella,"Shopaholic and Sister (Shopaholic, #4)",eng
Julie Kagawa,The Iron Daughter,eng
Bruce H. Wilkinson,The Prayer of Jabez:  Breaking Through to the Blessed Life,eng
Karen Thompson Walker,The Age of Miracles,eng
Mitch Albom,Have a Little Faith: a True Story,en-US
"Julia Child, Alex Prud'Homme",My Life in France,eng
Graeme Simsion,"The Rosie Effect (Don Tillman, #2)",eng
Amish Tripathi,The Secret of the Nagas (Shiva Trilogy #2),eng
Charles Bukowski,Ham on Rye,
Wendelin Van Draanen,Flipped,en-US
"Travis Bradberry, Jean Greaves, Patrick Lencioni",Emotional Intelligence 2.0,
Robert McCloskey,Make Way for Ducklings,
"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)",eng
Bill Bryson,Notes from a Small Island,eng
Jim Butcher,"Small Favor (The Dresden Files, #10)",en-US
Robert Kirkman,"The Walking Dead, Compendium 1",eng
Shannon Hale,"Princess Academy (Princess Academy, #1)",eng
"Nicola Yoon, David Yoon","Everything, Everything",eng
George Bernard Shaw,Pygmalion,en-US
Barbara Kingsolver,Flight Behavior,eng
Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)",eng
Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",eng
Louis de Bernières,Corelli's Mandolin,eng
Nicholas Sparks,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",en-US
Bill Bryson,In a Sunburned Country,eng
Arthur Conan Doyle,The Memoirs of Sherlock Holmes,eng
Adam Johnson,The Orphan Master's Son,eng
David Eddings,"Enchanters' End Game (The Belgariad, #5)",en-US
"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis,en-US
Chaim Potok,The Chosen,eng
"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,eng
"Carlos Ruiz Zafón, Lucia Graves","The Angel's Game (The Cemetery of Forgotten Books, #2)",eng
Cecelia Ahern,"Love, Rosie",en-US
"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1),eng
Jodi Ellen Malpas,"This Man (This Man, #1)",eng
W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",en-US
Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng
J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",eng
Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)",eng
"أحلام مستغانمي, Ahlam Mosteghanemi",الأسود يليق بك,ara
"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)",en-US
"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House,eng
Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",eng
Jim Butcher,"Furies of Calderon (Codex Alera, #1)",eng
Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US
Audrey Niffenegger,Her Fearful Symmetry,en-GB
Anita Diamant,The Boston Girl,eng
J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",eng
Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)",eng
James Ellroy,"The Black Dahlia (L.A. Quartet, #1)",en-US
"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",eng
Jung Chang,Wild Swans: Three Daughters of China,en-US
P.D. Eastman,"Go, Dog. Go!",eng
"Laura Ingalls Wilder, Garth Williams","On the Banks of Plum Creek  (Little House, #4)",
Stephen King,"Finders Keepers (Bill Hodges Trilogy, #2)",eng
"Guillermo del Toro, Chuck Hogan","The Strain (The Strain Trilogy, #1)",en-US
"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson,eng
Fred Gipson,"Old Yeller (Old Yeller, #1)",en-US
Steve Martin,Born Standing Up: A Comic's Life,eng
Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),
George R.R. Martin,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng
"Mary Norton, Beth Krush, Joe Krush","The Borrowers (The Borrowers, #1)",
Stephen King,Hearts in Atlantis,eng
Jodi Picoult,Small Great Things,eng
"Haruki Murakami, Alfred Birnbaum","A Wild Sheep Chase (The Rat, #3)",eng
Philippa Gregory,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US
Laini Taylor,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA
Tom Robbins,Jitterbug Perfume,eng
John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",en-US
Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",eng
"Paulo Coelho, Margaret Jull Costa",The Zahir,eng
Norman Vincent Peale,The Power of Positive Thinking,eng
Ruth Ware,"In a Dark, Dark Wood",eng
"Edith Wharton, Nina Bawden",The House of Mirth,eng
"Hiro Mashima, William Flanagan","Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng
"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng
Solomon Northup,Twelve Years a Slave,eng
J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",eng
Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US
Ayaan Hirsi Ali,Infidel,eng
Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable,eng
Justin Cronin,"The Twelve (The Passage, #2)",eng
"Aleksandr Solzhenitsyn, H.T. Willetts",One Day in the Life of Ivan Denisovich,eng
Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng
Walter M. Miller Jr.,A Canticle for Leibowitz,eng
"Sophocles, J.E. Thomas","Antigone (The Theban Plays, #3)",eng
Colm Tóibín,Brooklyn,eng
Lauren DeStefano,"Wither (The Chemical Garden, #1)",eng
J.D. Vance,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng
Robert Jordan,"Crossroads of Twilight (Wheel of Time, #10)",en-US
Stephen Crane,The Red Badge of Courage,eng
Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng
Steven Erikson,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng
Paulo Coelho,The Witch Of Portobello,eng
Madeleine L'Engle,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng
Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)",eng
Jodi Picoult,Sing You Home,en-US
Anne Rice,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US
David Baldacci,"The Camel Club (Camel Club, #1)",eng
James Patterson,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US
Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)",en-US
Philippa Gregory,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng
Anne Tyler,A Spool of Blue Thread,eng
Colson Whitehead,The Underground Railroad,eng
Melissa de la Cruz,"Masquerade (Blue Bloods, #2)",en-US
Julie Kagawa,"The Iron Queen (The Iron Fey, #3)",eng
Cora Carmack,"Losing It (Losing It, #1)",eng
John Grisham,The Racketeer,
J.M. Coetzee,Disgrace,eng
"A.A. Milne, Ernest H. Shepard","The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US
Brent Weeks,"The Black Prism (Lightbringer, #1)",en-US
Sue Monk Kidd,The Mermaid Chair,eng
Arnold Lobel,"Frog and Toad Are Friends (Frog and Toad, #1)",eng
"Lemony Snicket, Brett Helquist","The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US
Ally Carter,"Heist Society (Heist Society, #1)",en-US
B.A. Paris,Behind Closed Doors,eng
Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",en-US
Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US
Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)",eng
H.G. Wells,The Island of Dr. Moreau,eng
Jennifer L. Armentrout,"Opal (Lux, #3)",
Dave Eggers,Zeitoun,
Sharon M. Draper,Out of My Mind,en-US
